post_time,likes,comments,shares,love,support,wow,haha,anger,sorry,words,has_image,fetched_time
24/03/2020 16:01:21,4985,1543,740,112,0,47,610,259,21,55,False,07/05/2020 08:58:29
24/03/2020 12:48:42,5104,1290,720,11,0,28,45,1565,425,21,True,07/05/2020 08:58:32
24/03/2020 12:00:11,9196,2453,1925,9,0,60,39,2674,1068,66,True,07/05/2020 08:58:33
24/03/2020 10:49:21,13660,2479,3725,1038,0,33,122,80,238,13,False,07/05/2020 08:58:34
24/03/2020 09:30:22,4927,682,493,11,0,28,4,1461,1150,161,True,07/05/2020 08:58:35
24/03/2020 08:30:00,4631,2654,949,25,0,37,53,1844,382,38,False,07/05/2020 08:58:38
24/03/2020 07:00:00,7229,788,1010,63,1,17,7,1107,1648,30,False,07/05/2020 08:58:39
23/03/2020 23:24:37,4273,637,255,39,0,3,110,20,12,1,True,07/05/2020 08:58:40
23/03/2020 18:06:18,5074,1306,415,1,0,126,23,2015,345,13,True,07/05/2020 08:58:41
23/03/2020 13:58:21,5558,1441,1102,64,0,33,112,894,61,92,False,07/05/2020 08:58:44
23/03/2020 11:06:55,6318,2663,904,21,0,69,455,1229,70,107,False,07/05/2020 08:58:45
23/03/2020 10:30:50,4818,712,560,15,0,26,388,194,23,78,True,07/05/2020 08:58:46
23/03/2020 09:30:25,5264,776,362,162,0,5,11,35,1,128,True,07/05/2020 08:58:48
23/03/2020 08:30:34,3496,259,561,7,0,55,6,9,640,65,True,07/05/2020 08:58:50
23/03/2020 07:30:57,2263,116,60,54,0,1,3,24,2,61,True,07/05/2020 08:58:52
22/03/2020 23:41:13,5838,569,150,203,0,8,53,7,4,18,True,07/05/2020 08:58:53
22/03/2020 16:44:55,8428,1157,265,177,0,12,176,28,15,105,True,07/05/2020 08:58:55
22/03/2020 12:30:52,3195,376,237,3,0,8,13,669,30,110,True,07/05/2020 08:58:58
22/03/2020 10:30:44,3287,1094,342,10,0,22,12,1030,52,28,True,07/05/2020 08:58:59
22/03/2020 09:30:27,2715,301,147,7,0,6,20,333,30,4,True,07/05/2020 08:59:01
22/03/2020 07:30:12,15686,2903,1664,615,0,29,76,289,32,59,False,07/05/2020 08:59:02
22/03/2020 06:00:04,12315,558,268,76,0,54,9,12,5271,18,True,07/05/2020 08:59:05
21/03/2020 21:19:56,29250,6885,3855,633,0,15,112,849,42,153,True,07/05/2020 08:59:06
21/03/2020 17:15:12,19228,4034,9192,895,0,63,63,267,168,29,False,07/05/2020 08:59:07
21/03/2020 14:03:04,4433,1426,697,7,0,43,15,1520,144,41,False,07/05/2020 08:59:08
21/03/2020 11:38:05,1579,486,179,1,0,8,21,422,34,18,False,07/05/2020 08:59:10
21/03/2020 10:30:00,1998,300,26,15,0,2,301,0,1,19,True,07/05/2020 08:59:12
20/03/2020 22:39:24,5268,300,62,19,0,11,3,6,2098,5,True,07/05/2020 08:59:13
20/03/2020 22:15:08,2670,677,39,46,0,1,192,0,1,44,True,07/05/2020 08:59:15
20/03/2020 16:45:08,6151,1382,728,683,0,33,4,2,79,51,False,07/05/2020 08:59:17
20/03/2020 15:56:00,8958,1414,1048,581,0,118,13,1,1,104,True,07/05/2020 08:59:19
20/03/2020 13:37:47,13709,2347,2420,61,0,62,18,2665,281,130,True,07/05/2020 08:59:20
20/03/2020 07:30:38,1721,148,90,151,0,25,3,0,1,16,False,07/05/2020 08:59:21
19/03/2020 18:07:00,6673,412,179,538,0,7,2,0,1,39,True,07/05/2020 08:59:24
19/03/2020 15:00:00,3414,230,57,573,0,6,7,0,54,24,False,07/05/2020 08:59:25
19/03/2020 13:00:01,2872,212,424,47,0,3,2,31,545,127,True,07/05/2020 08:59:27
19/03/2020 09:43:30,8210,1014,35,1172,0,11,3,0,2,53,True,07/05/2020 08:59:29
19/03/2020 09:30:00,3499,1835,735,6,0,39,1822,26,18,6,False,07/05/2020 08:59:31
19/03/2020 07:00:15,21499,1468,1416,1677,0,83,22,3,0,30,True,07/05/2020 08:59:32
18/03/2020 10:30:00,3296,375,88,45,0,10,885,1,0,2,True,07/05/2020 08:59:34
18/03/2020 09:30:00,1318,25,77,14,0,1,2,11,324,13,True,07/05/2020 08:59:35
18/03/2020 08:30:00,3229,549,289,32,0,1,2,74,5,134,True,07/05/2020 08:59:38
17/03/2020 23:51:22,3999,1850,495,9,0,24,507,469,18,30,False,07/05/2020 08:59:39
17/03/2020 21:23:02,30554,5745,2506,4291,0,16,49,5,8,72,True,07/05/2020 08:59:40
17/03/2020 09:30:00,4585,483,422,27,0,7,2,185,595,18,True,07/05/2020 08:59:42
17/03/2020 07:30:30,5998,590,1230,77,0,10,7,2,153,127,True,07/05/2020 08:59:45
16/03/2020 22:38:17,2035,288,85,2,0,4,6,323,26,27,True,07/05/2020 08:59:47
16/03/2020 19:36:50,22449,2061,1390,1510,0,16,18,9,1,72,True,07/05/2020 08:59:48
16/03/2020 16:20:02,30874,3951,4506,3631,0,14,69,49,399,83,True,07/05/2020 08:59:50
16/03/2020 11:30:00,3212,358,112,5,0,9,28,580,46,53,True,07/05/2020 08:59:53
16/03/2020 10:00:07,7510,1190,622,65,0,4,281,152,32,10,True,07/05/2020 08:59:54
16/03/2020 09:00:08,3929,252,271,13,0,2,5,508,530,4,True,07/05/2020 08:59:56
16/03/2020 07:00:44,8913,370,1031,26,0,6,1,609,1926,4,True,07/05/2020 08:59:58
16/03/2020 00:00:57,10456,530,1245,189,0,9,4,28,125,153,True,07/05/2020 09:00:00
15/03/2020 20:03:55,22025,1636,4153,202,0,36,21,363,8409,17,True,07/05/2020 09:00:02
15/03/2020 12:30:23,5511,333,235,19,0,70,1501,5,3,6,True,07/05/2020 09:00:04
15/03/2020 12:26:08,3810,1187,352,12,0,30,46,966,518,22,True,07/05/2020 09:00:05
15/03/2020 11:11:27,1739,219,619,10,0,3,7,8,0,54,True,07/05/2020 09:00:08
15/03/2020 09:30:00,3352,362,426,8,0,7,43,525,54,124,True,07/05/2020 09:00:09
15/03/2020 07:00:16,7875,428,254,733,0,88,7,0,2,16,True,07/05/2020 09:00:10
15/03/2020 00:39:53,6701,2167,294,12,0,43,207,1460,62,4,True,07/05/2020 09:00:12
14/03/2020 18:54:39,4648,501,55,378,0,2,11,1,16,63,True,07/05/2020 09:00:15
14/03/2020 17:46:41,8663,787,340,80,0,7,1784,42,1,8,True,07/05/2020 09:00:16
14/03/2020 13:57:52,10903,2262,891,137,0,9,48,228,16,185,True,07/05/2020 09:00:18
14/03/2020 11:09:29,8224,4894,1000,45,0,32,172,2398,72,17,False,07/05/2020 09:00:19
14/03/2020 10:30:37,2379,186,57,10,0,4,860,2,0,4,True,07/05/2020 09:00:22
13/03/2020 15:11:03,9973,532,419,377,0,2,5,0,1080,183,True,07/05/2020 09:00:23
13/03/2020 13:47:50,2974,1220,441,25,0,200,19,362,54,19,False,07/05/2020 09:00:24
13/03/2020 13:11:17,3935,475,360,4,0,8,583,241,8,45,True,07/05/2020 09:00:26
13/03/2020 10:30:13,4775,394,875,36,0,117,3,883,331,65,True,07/05/2020 09:00:29
13/03/2020 09:30:00,10265,1223,3164,37,0,113,9,2969,2471,193,True,07/05/2020 09:00:30
13/03/2020 08:30:00,2842,507,345,5,0,19,376,527,62,21,True,07/05/2020 09:00:31
13/03/2020 07:30:39,1532,233,83,4,0,5,109,241,14,10,True,07/05/2020 09:00:32
13/03/2020 00:29:41,4940,447,444,13,0,15,307,59,9,1,True,07/05/2020 09:00:35
12/03/2020 23:16:20,3748,1000,293,4,0,15,206,792,53,25,True,07/05/2020 09:00:36
12/03/2020 20:43:26,8353,999,533,162,0,3,22,7,0,57,True,07/05/2020 09:00:38
12/03/2020 16:19:32,2170,225,767,20,0,31,1,1,57,115,True,07/05/2020 09:00:39
12/03/2020 12:51:31,3411,831,446,17,0,39,69,901,325,22,True,07/05/2020 09:00:42
12/03/2020 11:30:00,2520,155,89,20,0,4,318,11,5,53,True,07/05/2020 09:00:43
12/03/2020 09:30:20,2362,302,212,3,0,23,14,511,31,13,True,07/05/2020 09:00:45
12/03/2020 08:30:28,6041,543,841,34,0,2,6,550,2130,139,True,07/05/2020 09:00:47
11/03/2020 23:36:20,2849,958,185,4,0,19,466,330,17,41,True,07/05/2020 09:00:49
11/03/2020 20:14:28,3678,1231,205,7,0,43,68,1363,136,12,True,07/05/2020 09:00:51
11/03/2020 16:00:22,5424,605,14,365,0,35,10,1,0,6,True,07/05/2020 09:00:52
11/03/2020 14:30:00,2845,352,371,24,0,9,13,101,56,123,True,07/05/2020 09:00:54
11/03/2020 13:16:44,4350,1544,190,124,0,11,841,1,3,6,True,07/05/2020 09:00:57
11/03/2020 11:09:15,1912,206,179,1,0,7,0,629,73,22,True,07/05/2020 09:00:58
11/03/2020 10:06:04,6754,401,1801,28,0,27,7,1476,1156,173,True,07/05/2020 09:01:00
10/03/2020 20:20:48,11916,983,436,422,0,13,20,8,2,46,True,07/05/2020 09:01:01
10/03/2020 19:22:07,4353,723,77,386,0,4,53,84,24,35,True,07/05/2020 09:01:04
10/03/2020 08:30:00,5246,830,911,20,0,8,165,40,98,7,True,07/05/2020 09:01:05
09/03/2020 14:00:00,3180,238,380,26,0,5,1,58,447,177,True,07/05/2020 09:01:07
09/03/2020 10:30:06,6385,1662,1398,26,0,30,28,1423,78,130,True,07/05/2020 09:01:08
09/03/2020 07:30:52,6565,2399,861,10,0,78,61,2228,149,29,True,07/05/2020 09:01:11
08/03/2020 20:41:51,8403,185,151,795,0,7,10,1,0,17,True,07/05/2020 09:01:13
08/03/2020 18:28:18,1016,108,25,2,0,2,299,1,0,3,True,07/05/2020 09:01:14
08/03/2020 16:11:18,2298,846,352,7,0,5,20,324,38,21,True,07/05/2020 09:01:16
08/03/2020 15:06:46,2948,470,193,17,0,9,73,89,32,84,True,07/05/2020 09:01:19
08/03/2020 11:30:01,5186,602,469,27,0,23,7,81,1131,8,True,07/05/2020 09:01:20
08/03/2020 10:30:00,5697,560,2222,196,0,38,61,4,2,29,False,07/05/2020 09:01:21
08/03/2020 08:30:01,4461,756,1278,8,0,13,11,1121,143,127,True,07/05/2020 09:01:23
07/03/2020 21:28:00,4359,1117,416,11,0,19,222,633,72,10,True,07/05/2020 09:01:26
07/03/2020 20:59:42,2031,269,104,7,0,7,23,231,11,57,True,07/05/2020 09:01:27
07/03/2020 17:30:11,11289,3322,1419,521,0,17,122,31,29,132,True,07/05/2020 09:01:29
07/03/2020 14:00:50,4329,1370,6085,20,0,28,56,1338,108,12,False,07/05/2020 09:01:30
07/03/2020 12:30:42,4358,1370,451,15,0,19,498,650,58,12,True,07/05/2020 09:01:33
07/03/2020 10:30:09,4284,657,48,330,0,4,14,0,1,34,True,07/05/2020 09:01:34
06/03/2020 14:00:50,16958,763,821,1498,0,8,7,1,1,14,True,07/05/2020 09:01:36
06/03/2020 13:32:13,4310,1774,336,8,0,32,92,1197,49,20,True,07/05/2020 09:01:37
06/03/2020 11:51:39,5625,596,169,615,0,12,7,0,115,28,True,07/05/2020 09:01:40
06/03/2020 09:30:00,2297,362,60,14,0,2,621,2,2,1,True,07/05/2020 09:01:42
06/03/2020 08:30:12,3970,957,829,11,0,18,111,664,66,14,True,07/05/2020 09:01:43
06/03/2020 07:30:40,2228,514,337,12,0,9,46,138,24,2,True,07/05/2020 09:01:45
05/03/2020 13:22:31,6423,1891,957,35,0,26,38,1260,181,121,True,07/05/2020 09:01:48
05/03/2020 08:30:14,9756,1708,2134,62,0,132,14,2376,718,27,True,07/05/2020 09:01:49
05/03/2020 07:30:33,5295,1430,381,18,0,21,48,1595,103,16,True,07/05/2020 09:01:51
04/03/2020 22:27:39,3056,991,169,9,0,13,385,434,30,42,True,07/05/2020 09:01:52
04/03/2020 17:48:31,3907,417,906,20,0,52,13,3,66,121,True,07/05/2020 09:01:55
04/03/2020 15:31:45,5936,1931,739,11,0,113,44,1334,512,81,True,07/05/2020 09:01:56
04/03/2020 09:30:00,5168,599,625,406,0,6,10,4,46,123,True,07/05/2020 09:01:58
04/03/2020 07:30:49,3974,615,104,44,0,12,349,51,65,13,True,07/05/2020 09:01:59
03/03/2020 17:12:44,3866,409,81,38,0,7,112,7,4,14,True,07/05/2020 09:02:02
03/03/2020 13:43:06,4096,633,411,14,0,207,18,824,121,37,True,07/05/2020 09:02:04
03/03/2020 10:00:29,3040,1051,93,18,0,14,78,438,348,27,True,07/05/2020 09:02:06
03/03/2020 09:30:28,5127,465,67,41,0,7,1459,3,4,3,True,07/05/2020 09:02:07
03/03/2020 08:30:57,4669,403,137,112,0,3,885,5,2,3,True,07/05/2020 09:02:10
03/03/2020 07:30:08,10431,1275,330,215,0,10,2699,10,7,5,True,07/05/2020 09:02:11
02/03/2020 22:04:22,30138,2350,1100,3908,0,74,56,6,12,6,True,07/05/2020 09:02:13
02/03/2020 19:18:55,4206,1553,896,0,0,0,0,0,0,30,False,
02/03/2020 17:03:54,4399,349,1219,326,1,14,15,6,0,33,False,07/05/2020 09:02:17
02/03/2020 14:34:39,9639,1552,2016,1049,0,23,151,23,5,11,False,07/05/2020 09:02:18
02/03/2020 13:34:48,2623,248,224,78,0,12,6,6,0,57,True,07/05/2020 09:02:19
02/03/2020 12:30:22,7292,258,363,645,0,24,4,2,1,65,True,07/05/2020 09:02:21
02/03/2020 11:30:24,17409,1152,361,1649,0,14,53,2,4,46,True,07/05/2020 09:02:24
02/03/2020 10:30:00,2654,269,190,76,0,1,9,0,0,7,True,07/05/2020 09:02:26
02/03/2020 09:48:25,5858,3155,2207,20,0,96,69,2471,66,26,False,07/05/2020 09:02:27
02/03/2020 08:30:25,10417,738,261,345,0,7,1141,3,0,50,True,07/05/2020 09:02:28
02/03/2020 07:30:00,3367,364,150,229,0,6,2,0,0,184,True,07/05/2020 09:02:32
02/03/2020 00:28:41,7050,2323,3064,30,0,572,137,147,45,121,True,07/05/2020 09:02:33
01/03/2020 16:53:47,17603,1344,7124,1057,0,8,75,12,4,19,True,07/05/2020 09:02:35
01/03/2020 15:30:17,1701,416,178,3,0,5,13,347,12,34,True,07/05/2020 09:02:36
01/03/2020 14:16:21,1184,258,132,2,0,7,8,103,7,7,True,07/05/2020 09:02:39
01/03/2020 11:10:59,1456,256,60,8,0,4,200,7,1,12,True,07/05/2020 09:02:41
01/03/2020 10:00:01,5183,982,144,48,0,16,1891,20,2,29,True,07/05/2020 09:02:42
01/03/2020 08:30:28,20951,636,554,1893,0,102,27,1,0,133,True,07/05/2020 09:02:44
01/03/2020 07:30:09,6565,454,328,55,0,21,2062,2,1,6,True,07/05/2020 09:02:47
01/03/2020 01:39:03,4283,246,37,254,0,6,7,1,0,12,True,07/05/2020 09:02:48
29/02/2020 18:30:38,1438,157,53,17,0,1,35,0,1,116,True,07/05/2020 09:02:53
29/02/2020 17:30:01,1483,329,79,13,0,2,39,3,3,2,True,07/05/2020 09:02:55
29/02/2020 15:14:26,3195,320,29,65,0,3,358,3,0,31,True,07/05/2020 09:03:00
29/02/2020 12:30:52,7028,2401,670,35,0,46,131,1465,42,30,True,07/05/2020 09:03:02
29/02/2020 10:40:14,7395,1412,1487,97,0,43,1638,6,0,25,False,07/05/2020 09:03:03
28/02/2020 12:30:14,17887,2504,199,178,0,0,11,89,1,175,True,07/05/2020 09:03:05
28/02/2020 11:00:00,7155,543,2692,287,0,21,50,6,0,16,False,07/05/2020 09:03:07
28/02/2020 10:00:52,1889,652,550,11,0,19,22,484,18,48,False,07/05/2020 09:03:11
28/02/2020 08:30:10,4191,1055,209,17,0,15,1494,15,5,18,True,07/05/2020 09:03:12
27/02/2020 21:59:59,7722,1396,734,212,0,27,149,476,14,18,False,07/05/2020 09:03:13
27/02/2020 19:35:18,935,287,58,5,0,7,22,132,6,24,True,07/05/2020 09:03:16
27/02/2020 17:00:00,2510,641,148,6,0,12,21,578,44,110,True,07/05/2020 09:03:18
27/02/2020 12:21:01,13873,1881,1722,1308,0,82,21,156,17,58,False,07/05/2020 09:03:19
27/02/2020 11:27:46,2644,214,238,106,0,19,37,0,1,31,True,07/05/2020 09:03:20
27/02/2020 10:30:00,2125,217,170,5,0,17,34,242,35,4,True,07/05/2020 09:03:24
27/02/2020 08:30:00,6532,711,1255,162,0,5,1407,3,0,11,False,07/05/2020 09:03:25
27/02/2020 07:30:02,4271,358,317,36,0,8,33,418,11,137,True,07/05/2020 09:03:26
26/02/2020 10:30:00,3071,665,85,39,0,3,500,6,1,7,True,07/05/2020 09:03:28
26/02/2020 08:30:00,10231,422,236,686,0,19,101,1,0,11,True,07/05/2020 09:03:31
25/02/2020 17:52:31,3048,462,229,12,0,17,9,562,35,200,True,07/05/2020 09:03:33
25/02/2020 11:00:21,761,378,72,2,0,8,249,2,3,11,False,07/05/2020 09:03:34
25/02/2020 09:30:34,6676,382,470,745,0,19,4,0,0,56,True,07/05/2020 09:03:36
25/02/2020 08:30:59,7058,1131,1623,22,0,43,13,1965,921,101,True,07/05/2020 09:03:40
25/02/2020 07:30:22,4852,350,315,24,0,8,10,93,971,13,True,07/05/2020 09:03:41
24/02/2020 14:26:26,923,191,104,7,0,16,2,169,18,34,False,07/05/2020 09:03:43
24/02/2020 12:05:25,10025,709,704,580,0,9,68,3,0,125,True,07/05/2020 09:03:44
24/02/2020 09:56:21,5283,504,1367,10,0,21,8,1691,72,141,True,07/05/2020 09:03:47
24/02/2020 09:30:21,5685,759,247,13,0,30,2684,15,10,9,True,07/05/2020 09:03:49
24/02/2020 07:30:23,4168,537,483,10,0,18,679,76,23,69,True,07/05/2020 09:03:51
23/02/2020 21:16:12,3300,297,108,21,0,20,11,342,87,49,True,07/05/2020 09:03:52
23/02/2020 11:30:00,7968,681,228,603,0,5,6,14,105,137,True,07/05/2020 09:03:55
23/02/2020 09:00:00,4785,196,113,84,0,8,665,3,3,13,True,07/05/2020 09:03:57
23/02/2020 08:10:02,6681,278,207,519,0,15,5,3,1,28,True,07/05/2020 09:03:59
23/02/2020 07:30:35,3001,465,129,6,0,11,10,1131,44,15,True,07/05/2020 09:04:00
22/02/2020 17:15:37,5782,1118,973,65,0,29,34,72,12,122,True,07/05/2020 09:04:03
22/02/2020 14:57:23,4489,819,1802,7,0,111,26,560,280,97,True,07/05/2020 09:04:05
22/02/2020 14:29:40,4280,898,902,10,0,314,36,412,60,22,True,07/05/2020 09:04:06
22/02/2020 11:33:09,5175,535,161,98,0,10,24,357,40,19,True,07/05/2020 09:04:08
21/02/2020 19:42:15,15123,852,97,530,0,39,2819,2,0,9,True,07/05/2020 09:04:11
21/02/2020 16:30:15,4186,109,13,250,0,3,4,0,0,6,True,07/05/2020 09:04:13
21/02/2020 10:30:03,13165,495,194,1130,0,29,15,0,1,14,True,07/05/2020 09:04:15
20/02/2020 08:30:42,9244,2245,3234,46,0,30,3405,10,84,14,False,07/05/2020 09:04:16
20/02/2020 07:30:02,3252,669,512,14,0,211,558,21,14,8,True,07/05/2020 09:04:19
20/02/2020 06:30:58,1374,118,187,2,0,3,3,387,23,118,True,07/05/2020 09:04:20
19/02/2020 16:02:15,6778,1046,317,28,0,17,1319,3,5,4,True,07/05/2020 09:04:22
19/02/2020 11:30:30,6507,1156,542,153,0,8,20,45,3,42,True,07/05/2020 09:04:24
19/02/2020 10:00:46,7027,1545,528,97,0,20,56,907,69,153,True,07/05/2020 09:04:27
19/02/2020 08:30:21,8784,1397,697,56,0,13,98,958,57,25,True,07/05/2020 09:04:29
19/02/2020 07:30:12,1905,425,105,0,0,13,15,420,19,8,True,07/05/2020 09:04:31
18/02/2020 17:37:57,12662,1967,1116,122,0,107,64,1463,50,42,True,07/05/2020 09:04:32
18/02/2020 17:07:39,11583,1948,1744,161,0,47,35,532,50,196,True,07/05/2020 09:04:36
18/02/2020 14:00:21,1687,100,68,68,0,3,9,0,0,30,True,07/05/2020 09:04:37
18/02/2020 10:30:03,5701,1098,75,111,0,9,1359,7,7,41,True,07/05/2020 09:04:39
18/02/2020 09:30:20,7474,328,587,168,0,123,43,20,38,10,True,07/05/2020 09:04:40
18/02/2020 08:30:18,6878,323,262,547,0,5,17,4,1,22,False,07/05/2020 09:04:43
18/02/2020 07:30:39,13812,752,537,1219,0,61,46,2,6,97,True,07/05/2020 09:04:45
17/02/2020 18:45:46,3631,475,882,24,0,11,6,745,35,126,True,07/05/2020 09:04:47
17/02/2020 11:55:00,5126,1029,742,103,0,21,124,107,10,53,False,07/05/2020 09:04:48
17/02/2020 10:47:03,2929,336,625,15,0,7,12,93,17,50,True,07/05/2020 09:04:51
17/02/2020 10:30:00,2730,253,141,7,0,5,892,6,2,6,True,07/05/2020 09:04:53
17/02/2020 09:00:19,1378,377,117,5,0,11,511,8,11,9,False,07/05/2020 09:04:55
17/02/2020 07:30:59,5366,814,582,13,0,28,19,1684,138,95,True,07/05/2020 09:04:56
16/02/2020 20:02:52,7782,5494,871,21,0,92,68,3148,121,62,False,07/05/2020 09:04:59
16/02/2020 19:09:37,5828,209,125,445,0,9,9,4,0,33,False,07/05/2020 09:05:01
16/02/2020 12:00:11,3557,1313,516,8,0,21,1459,14,85,10,False,07/05/2020 09:05:02
16/02/2020 10:30:00,1725,133,76,5,0,10,27,37,29,43,True,07/05/2020 09:05:04
16/02/2020 07:30:38,23632,2120,3443,3587,0,59,97,5,1,25,False,07/05/2020 09:05:07
16/02/2020 06:30:51,2247,292,295,3,0,23,13,267,28,30,True,07/05/2020 09:05:08
15/02/2020 18:45:29,2255,192,14,16,0,13,721,6,1,15,True,07/05/2020 09:05:10
15/02/2020 12:00:38,6333,591,337,57,0,3,1873,3,0,6,True,07/05/2020 09:05:12
14/02/2020 16:01:21,4671,210,22,482,0,5,3,1,0,25,True,07/05/2020 09:05:16
14/02/2020 14:26:32,4614,967,421,9,0,15,9,1354,134,32,True,07/05/2020 09:05:17
14/02/2020 09:30:00,5287,491,732,16,0,29,21,1159,138,133,True,07/05/2020 09:05:19
14/02/2020 08:30:18,12638,836,1001,772,0,21,22,163,19,111,True,07/05/2020 09:05:20
14/02/2020 07:30:21,1892,366,149,6,0,9,32,70,4,24,True,07/05/2020 09:05:24
13/02/2020 14:30:44,12487,589,363,1067,0,33,10,0,1,23,True,07/05/2020 09:05:26
13/02/2020 13:30:36,3303,461,283,14,0,33,29,578,24,82,True,07/05/2020 09:05:27
13/02/2020 12:30:00,1820,68,171,3,0,4,19,30,7,7,True,07/05/2020 09:05:29
13/02/2020 11:00:49,1930,162,419,2,0,13,1,429,31,12,True,07/05/2020 09:05:32
13/02/2020 08:30:56,7147,916,1027,57,0,44,13,1396,93,132,True,07/05/2020 09:05:33
13/02/2020 07:30:42,4981,205,110,633,0,11,3,0,2,30,True,07/05/2020 09:05:35
12/02/2020 17:24:42,5107,299,102,177,0,30,32,0,0,49,True,07/05/2020 09:05:36
12/02/2020 11:50:00,7892,3104,1105,38,0,34,55,2426,193,98,True,07/05/2020 09:05:40
12/02/2020 07:30:55,4626,675,490,6,0,19,26,1288,119,58,True,07/05/2020 09:05:42
11/02/2020 13:39:44,8708,382,445,1323,0,31,5,0,7,44,True,07/05/2020 09:05:44
11/02/2020 10:30:00,3430,707,691,6,0,18,148,76,53,6,True,07/05/2020 09:05:45
11/02/2020 09:30:10,3668,792,450,5,0,39,120,1424,88,33,True,07/05/2020 09:05:48
11/02/2020 09:16:55,3993,500,611,8,0,13,1068,44,55,13,True,07/05/2020 09:05:50
11/02/2020 07:30:54,2800,917,427,9,0,40,939,21,69,17,False,07/05/2020 09:05:52
10/02/2020 15:30:08,1267,79,70,75,0,1,8,0,0,12,False,07/05/2020 09:05:53
10/02/2020 09:20:04,2027,288,59,17,0,2,14,27,2,39,True,07/05/2020 09:05:56
10/02/2020 08:30:00,2839,225,311,6,0,5,3,776,221,83,True,07/05/2020 09:05:58
10/02/2020 07:30:39,9775,822,1180,23,0,12,10,1462,637,6,True,07/05/2020 09:05:59
09/02/2020 19:16:56,6069,3406,440,19,0,61,95,1752,121,99,True,07/05/2020 09:06:01
09/02/2020 10:30:00,13043,516,1640,2200,0,83,8,1,145,59,True,07/05/2020 09:06:04
09/02/2020 09:00:44,8196,737,250,921,0,28,17,1,2,129,True,07/05/2020 09:06:06
09/02/2020 08:00:00,10407,376,285,1002,0,20,4,1,1,72,True,07/05/2020 09:06:07
08/02/2020 17:15:35,9430,2048,607,825,1,22,71,33,6,18,False,07/05/2020 09:06:08
08/02/2020 15:58:58,4254,402,224,33,0,30,499,65,7,18,True,07/05/2020 09:06:12
08/02/2020 13:13:15,9338,1557,861,238,0,17,46,254,32,129,False,07/05/2020 09:06:13
08/02/2020 10:55:22,6508,831,887,23,0,9,5,1360,1351,124,True,07/05/2020 09:06:14
07/02/2020 14:41:14,5332,297,65,360,0,11,24,1,0,55,True,07/05/2020 09:06:16
07/02/2020 11:55:00,2186,664,580,8,0,18,52,446,20,27,False,07/05/2020 09:06:19
07/02/2020 09:30:25,4493,775,393,20,0,13,297,513,31,10,True,07/05/2020 09:06:21
07/02/2020 09:19:41,8866,1271,2057,925,0,3,4,12,1014,111,True,07/05/2020 09:06:23
07/02/2020 08:30:37,1284,167,104,7,0,3,2,254,49,128,True,07/05/2020 09:06:24
07/02/2020 07:30:48,2295,600,152,6,0,9,55,553,25,10,True,07/05/2020 09:06:28
06/02/2020 16:00:00,6157,6001,416,66,0,23,151,900,75,132,True,07/05/2020 09:06:29
06/02/2020 14:29:41,3100,348,229,6,0,7,4,590,233,52,True,07/05/2020 09:06:31
06/02/2020 10:42:33,4595,957,324,20,0,17,897,69,13,91,True,07/05/2020 09:06:32
06/02/2020 08:40:37,2233,238,207,3,0,3,3,643,64,29,True,07/05/2020 09:06:36
06/02/2020 07:30:08,8522,298,242,646,0,16,102,0,0,41,True,07/05/2020 09:06:37
05/02/2020 18:41:09,5605,483,299,330,0,8,49,9,2,45,True,07/05/2020 09:06:38
05/02/2020 12:12:52,1925,565,874,4,0,44,7,507,228,16,False,07/05/2020 09:06:39
05/02/2020 10:55:30,4059,1814,498,12,0,23,1949,8,36,9,False,07/05/2020 09:06:43
05/02/2020 09:00:20,13604,943,1968,960,0,81,37,4,0,130,True,07/05/2020 09:06:44
05/02/2020 07:30:17,2084,154,259,2,0,7,122,272,33,11,True,07/05/2020 09:06:46
04/02/2020 13:30:11,4236,836,273,28,0,10,11,653,88,157,True,07/05/2020 09:06:47
04/02/2020 08:30:16,8949,778,583,347,0,19,8,13,2401,128,True,07/05/2020 09:06:50
04/02/2020 07:30:20,1555,269,99,4,0,4,1,268,17,45,True,07/05/2020 09:06:52
03/02/2020 10:30:45,1269,375,249,1,0,17,27,330,14,57,False,07/05/2020 09:06:53
03/02/2020 09:00:15,4993,503,349,71,0,11,30,372,12,125,True,07/05/2020 09:06:54
03/02/2020 07:30:16,3935,1054,531,20,0,137,26,229,15,134,True,07/05/2020 09:06:57
02/02/2020 19:58:30,2862,270,286,16,0,33,9,666,325,28,True,07/05/2020 09:06:59
02/02/2020 14:00:00,2774,173,230,314,0,24,0,0,0,129,True,07/05/2020 09:07:01
02/02/2020 10:00:48,5675,852,425,14,0,28,1547,142,9,57,True,07/05/2020 09:07:02
02/02/2020 09:30:00,2704,364,410,12,0,2,981,5,0,18,False,07/05/2020 09:07:05
02/02/2020 08:30:34,4575,242,98,269,0,3,103,1,3,56,True,07/05/2020 09:07:06
01/02/2020 20:30:44,4267,1669,434,18,0,29,432,1270,98,38,False,07/05/2020 09:07:08
01/02/2020 16:37:23,2069,457,172,84,0,6,23,89,5,12,False,07/05/2020 09:07:09
01/02/2020 10:20:10,5468,748,323,37,0,14,62,623,16,49,False,07/05/2020 09:07:12
31/01/2020 11:00:26,9258,934,1275,80,0,15,2347,8,10,1,True,07/05/2020 09:07:14
31/01/2020 09:00:32,16924,2089,1813,1617,0,16,77,9,5,84,True,07/05/2020 09:07:15
